('aKila', 'a)niKila', 'b)yamaH', 'c)indrajAlam', 'd)karkawaSfNgI')
('PanAma', 'a)penhanagaram', 'b)tAlISam', 'c)gfDru', 'd)AvAsaH')
('bAnguInagaram', 'a)bAngInagaram', 'b)nAdaH', 'c)vraj', 'd)EpI')
('putrakandA', 'a)lakzmaRA', 'b)rakzin', 'c)KanakaH', 'd)paramahaMsopanizad')
('putrakandA', 'a)pucCadA', 'b)payasvinI', 'c)drutam', 'd)amlanimbUkaH')
('vikalANga', 'a)vyaNgin', 'b)gAQam', 'c)Kajyoti', 'd)tApasajam')
('KaYjatA', 'a)paNgutA', 'b)ganDabaDU', 'c)mIl', 'd)bahizkAraH')
('vikalANgatA', 'a)vikalatA', 'b)yamA', 'c)murajaH', 'd)anAvaraRam')
('sAna', 'a)hojenagaram', 'b)puw', 'c)CAndogyopanizad', 'd)vIraprasUH')
('vyaNgyacitram', 'a)citritapawaH', 'b)klizwa', 'c)sugrIvaH', 'd)bAlagItam')
('gvAwemAlA', 'a)siwInagaram', 'b)vical', 'c)durAcaraH', 'd)cakram')
('sEna', 'a)salvAqoranagaram', 'b)sidDAntaH', 'c)tiTiH', 'd)pradAyaH')
('pAnAmA', 'a)siwinagaram', 'b)kOSeyakam', 'c)vanaspati', 'd)hotrA')
('meksiko', 'a)siwInagaram', 'b)lipsA', 'c)kAmana', 'd)mArgaH')
('porwa', 'a)au', 'b)vaMSAnukramaH', 'c)alOkika', 'd)asrapatrakam')
('sEnwo', 'a)qomiNgonagaram', 'b)maDyagaH', 'c)vyagra', 'd)havanI')
('porwa', 'a)ऑPa', 'b)amatrakam', 'c)piCilA', 'd)yakziRI')
('porwo', 'a)novonagaram', 'b)godAvarI', 'c)utTitiH', 'd)nirnATA')
('okolehAo', 'a)madyam', 'b)dvIpavatI', 'c)DAtakI', 'd)anizwa')
('kArqiyalamadyam', 'a)likyuramadyam', 'b)navavivAhitA', 'c)AntarikaSaktiH', 'd)meGanATaH')
('alakA', 'a)alakapraBA', 'b)SrutiH', 'c)aparokza', 'd)vfttajYaH')
('Iqenam', 'a)Iqena', 'b)SroRiH', 'c)atiBojin', 'd)girikA')
('leKyam', 'a)leKaH', 'b)kiM', 'c)AhvA', 'd)puz')
('trimUrtiH', 'a)tritayam', 'b)BUyaH', 'c)api', 'd)navasUtikA')
('veRikA', 'a)veRI', 'b)AdityO', 'c)anirmita', 'd)vaSiraH')
('aDi', 'a)i', 'b)garh', 'c)sPuradDAtukaRaH', 'd)niScita')
('nizkAsita', 'a)bahizkfta', 'b)nArAcI', 'c)satvara', 'd)GawanAcakram')
('BfzwaBakzaka', 'a)BfzwaBuj', 'b)samAveSakavyApI', 'c)vana', 'd)mAtra')
('BAzAkovidaH', 'a)SAbdikaH', 'b)garhaya', 'c)aDikAritA', 'd)ajara')
('prARiSAstrajYaH', 'a)prARivEjYAnikaH', 'b)peyUzaH', 'c)vIrapatrA', 'd)vAcaspatimiSraH')
('BUgarBaSAstrajYaH', 'a)BUtattvajYaH', 'b)vedagarBA', 'c)vaSIkaraRavidyA', 'd)alaNkf')
('sAIbAbAH', 'a)SrIsAIbAbAH', 'b)maNgalasUtram', 'c)jalayAtrA', 'd)anulagna')
('BftyatA', 'a)Bftyatvam', 'b)kalApaka', 'c)kAraya', 'd)meTikA')
('sara', 'a)AijAkanyUwanavaryaH', 'b)arAla', 'c)BAsantaH', 'd)SatAhvA')
('gaRitaSAstrajYaH', 'a)gaRitavidyAjYaH', 'b)tiraskf', 'c)upAram', 'd)guruvAraH')
('rAmAnujam', 'a)cidAmbaram', 'b)anupAyaH', 'c)nizpAdaya', 'd)vArtAbaraH')
('satyasAIbAbAH', 'a)SrIsatyasAIbAbAH', 'b)vipakvakaH', 'c)sAvitrI', 'd)pUrvam')
('sUkzmajIvaSAstram', 'a)sUkzmajEvikI', 'b)SrutiH', 'c)kamaWI', 'd)upasTA')
('Ayas', 'a)udyacC', 'b)kUzmARqA', 'c)kAlamezI', 'd)vARinI')
('purAtattvaSAstrajYaH', 'a)purAtanaSAstrajYaH', 'b)ramBAsuraH', 'c)karaH', 'd)prativf')
('vikftivijYAnI', 'a)rogavijYAnI', 'b)lokapriya', 'c)avyAhata', 'd)KaracCadaH')
('nItiSAstrajYaH', 'a)nItijYaH', 'b)viSvasin', 'c)utsargaH', 'd)vahanaBaNgaH')
('deSaH', 'a)pradeSaH', 'b)sTOlyam', 'c)kuwilatA', 'd)golakzepaH')
('kahirAnagaram', 'a)kEronagaram', 'b)meTI', 'c)saMropaRam', 'd)nityam')
('mahAmUlya', 'a)mahArGa', 'b)bahudugDaH', 'c)bAD', 'd)naS')
('haraRiH', 'a)praRAlI', 'b)nasyA', 'c)aYc', 'd)sAhacarya')
('seRwa', 'a)jArjanagaram', 'b)laguqaH', 'c)dunduBaH', 'd)yogyA')
('dohadavatI', 'a)SradDAluH', 'b)kfSaH', 'c)meTikA', 'd)ruz')
('SakaH', 'a)Saka', 'b)nirvyAkula', 'c)varRita', 'd)maRqalam')
('virAmaGawI', 'a)kzaRaGawI', 'b)ISatA', 'c)kalakalaH', 'd)puwam')
('SoRaBadraH', 'a)SoRaH', 'b)pIqA', 'c)jANgulam', 'd)niDA')
('kena', 'a)kenanadI', 'b)sattvama', 'c)SatrutA', 'd)cAlaya')
('vAstava', 'a)satya', 'b)kuprabanDaH', 'c)vfzwiBU', 'd)arhA')
('ulAna', 'a)bAwaranagaram', 'b)gaRaH', 'c)viDA', 'd)DUrtA')
('BAminI', 'a)kopanA', 'b)rozaH', 'c)caraRacihnam', 'd)kacCaBUmiH')
('mahApaTaH', 'a)rAjamArgaH', 'b)lomaSA', 'c)anuyAyI', 'd)anuvad')
('kriswoParamahodayaH', 'a)santa', 'b)nEtyika', 'c)parizadvalaH', 'd)mA')
('senwakriswoParadvIpaH', 'a)senwakIwsadvIpaH', 'b)pesOH', 'c)Asad', 'd)pAMSuH')
('kAlikA', 'a)kAlimA', 'b)kisalam', 'c)kAma', 'd)vivarjaya')
('parAgve', 'a)nadI', 'b)aSrAnta', 'c)kallaH', 'd)grEyakam')
('sAo', 'a)womanagaram', 'b)kala', 'c)maqa़golIyaH', 'd)Scut')
('mahArAjYI', 'a)vikworiyA', 'b)niyojaya', 'c)car', 'd)pAkastAnIyA')
('sAo', 'a)womam', 'b)muhammada', 'c)upAntaH', 'd)nEtikakAryam')
('solomana', 'a)dvIpasamUhaH', 'b)awalARwika', 'c)tamaH', 'd)rAjA')
('solomana', 'a)dvIpasamUhaH', 'b)pra', 'c)mfgervAru', 'd)yugaH')
('swelinamahodayaH', 'a)josePaswelinamahodayaH', 'b)vyavacCedaH', 'c)puzkalakaH', 'd)parAkramaH')
('leninamahodayaH', 'a)vlAdimIra', 'b)asaMyatta', 'c)daSanam', 'd)prAkftikakAryam')
('tsetse', 'a)makzikA', 'b)praSnadUtI', 'c)ravikAntaH', 'd)mAtulaputrI')
('sUryAvartaH', 'a)varadA', 'b)apawu', 'c)saMramBaH', 'd)SyAlikA')
('nirleKanam', 'a)kzRUH', 'b)amftasArajaH', 'c)tattvArTam', 'd)indrakam')
('atyADAnam', 'a)AropaRam', 'b)miSr', 'c)pawwam', 'd)apahAniH')
('mADuryam', 'a)maDuratA', 'b)rakzAsUtram', 'c)aRqagranTiH', 'd)tAmasin')
('sAkzepa', 'a)avakzepaka', 'b)agresaraH', 'c)praloWanam', 'd)roDAta')
('karavA', 'a)matsya', 'b)ullApanam', 'c)varAnanaH', 'd)SAKA')
('nirdeSaH', 'a)ulleKaH', 'b)carpawaKaRqaH', 'c)kuRqalin', 'd)vijYAnam')
('DUmala', 'a)DUmravarRa', 'b)BU', 'c)cumbanam', 'd)pramAda')
('zAqavaH', 'a)KAqavaH', 'b)kftAntaH', 'c)kAlaH', 'd)BIma')
('asADu', 'a)viguRa', 'b)vedikA', 'c)banDaH', 'd)saBADyakzaH')
('Penala', 'a)Penila', 'b)sADanapUrRa', 'c)sfRikA', 'd)DAvanavITiH')
('lagnakaH', 'a)pratiBUH', 'b)sAgaraH', 'c)KaRqakAlukaH', 'd)arTakara')
('dAra', 'a)esa', 'b)pratiBAsaH', 'c)sAtyakiH', 'd)kalAmaya')
('abU', 'a)DAbInagaram', 'b)niHsandeha', 'c)vErAgyam', 'd)vinAyaka')
('vAnuAwudeSaH', 'a)vAnuAwUdeSaH', 'b)kzemaviDAnakaraRam', 'c)aNkurakaH', 'd)trilokapatiH')
('praBAvaka', 'a)pratApin', 'b)AScaryam', 'c)muKaSoDanam', 'd)vanyajIvaH')
('saralaH', 'a)devadAruH', 'b)mAnya', 'c)paricaraH', 'd)varRanA')
('kulaMDara', 'a)kulanandana', 'b)kIlaH', 'c)SatrutA', 'd)pezaRam')
('kulaDaraH', 'a)kulaDArakaH', 'b)prayojakaH', 'c)avakASaH', 'd)rohiRI')
('porwa', 'a)vilAnagaram', 'b)SmaSruDara', 'c)trap', 'd)atItaH')
('candraSUraH', 'a)raktarAjI', 'b)nara', 'c)nimiz', 'd)sAlaH')
('colakaH', 'a)colaH', 'b)atarkya', 'c)kalahapriya', 'd)varzaH')
('brijawOnanagaram', 'a)brijawAunanagaram', 'b)Braman', 'c)ratiH', 'd)pAlaya')
('brAtislAvAnagaram', 'a)presabarganagaram', 'b)ekatantra', 'c)maNgalyaH', 'd)mozaya')
('eqinabarAnagaram', 'a)eqinabarganagaram', 'b)golavarzaRam', 'c)samAnatAvAdinI', 'd)prARiSAstrajYaH')
('sAtyakiH', 'a)yuyuDAnaH', 'b)droRI', 'c)nIrAYjanam', 'd)vikrAntiH')
('vilaniyasanagaram', 'a)vilanAnagaram', 'b)rasaH', 'c)SiSnaH', 'd)kukzimBariH')
('wabalIsInagaram', 'a)tbilisInagaram', 'b)aDanaH', 'c)manTAnakaH', 'd)nirISvaravAdaH')
('jaSapuranagaram', 'a)jaSapuram', 'b)SaNkin', 'c)AtmatApatram', 'd)AyaH')
('upanagaram', 'a)upaniveSaH', 'b)kAraya', 'c)jalaKagaH', 'd)AmlIkA')
('viSvAsaGAtin', 'a)viSvAsaGAtakaH', 'b)kOlaH', 'c)muKyatA', 'd)komala')
('dvyAtmaka', 'a)dviviDa', 'b)niyatiH', 'c)rUpAntaram', 'd)ayaTezwatA')
('sANgalI', 'a)nagaram', 'b)samAsad', 'c)udvE', 'd)pramARita')
('savyasAcin', 'a)uByahastakuSala', 'b)sandigDacitta', 'c)vartulAkAra', 'd)dUrIkaraRam')
('kalkiH', 'a)aSvAvatAraH', 'b)AvalI', 'c)jIvAntakaH', 'd)mUrcCanam')
('mahAtmA', 'a)Pule', 'b)Gfz', 'c)avapIqaH', 'd)kuSalatA')
('nApitaSAlA', 'a)nApitagfham', 'b)asahizRu', 'c)kfzRamfttikA', 'd)ApracC')
('vyomasTAlI', 'a)KasTAlI', 'b)saMDiH', 'c)guh', 'd)pratiSuz')
('sarvajYatA', 'a)sarvajYatvam', 'b)pratipanna', 'c)aruRimA', 'd)unnatiH')
('viSvagata', 'a)vESvAnara', 'b)BUmnA', 'c)vawUrin', 'd)voRwaH')
('viButvam', 'a)vyAptiH', 'b)pewakaH', 'c)DawaH', 'd)palAlam')
('bastI', 'a)jilhApradeSaH', 'b)avaBarjita', 'c)daridraH', 'd)svIkfta')
('CedaH', 'a)tardanam', 'b)ketakI', 'c)CAyAtmajaH', 'd)carat')
('caramABisanDiH', 'a)antyapratijYA', 'b)saNgatiH', 'c)saMgfhIta', 'd)aBinandita')
('Patehapura', 'a)jilhApradeSaH', 'b)AtatAyin', 'c)cur', 'd)salABam')
('rAzwravAdI', 'a)rAzwravAdinI', 'b)vIkz', 'c)SAs', 'd)saMskftam')
('alIgaQa', 'a)jilhApradeSaH', 'b)muktakam', 'c)droRaH', 'd)parigE')
('vizamaya', 'a)vizada', 'b)pravepi', 'c)alaNGanIya', 'd)mAhAsAmudrika')
('bahirBUta', 'a)paryaveta', 'b)nAliH', 'c)avicCinnam', 'd)AtmIyam')
('bAndrA', 'a)jilhApradeSaH', 'b)prekzilokaH', 'c)dIpyaH', 'd)agnipakva')
('gula', 'a)abbAsam', 'b)kARqakIlakaH', 'c)gatadivasam', 'd)nakzatravidyA')
('gula', 'a)ajAyabaH', 'b)hamabanwowA', 'c)apracalita', 'd)GanaGora')
('gula', 'a)ajAyabam', 'b)pradakziRIkf', 'c)SoRitaca', 'd)sevA')
('gula', 'a)aSarPiH', 'b)durBAgyapUrRa', 'c)ajihma', 'd)jantara')
('gula', 'a)aSarPi', 'b)jyots', 'c)durgama', 'd)pUtitElA')
('jAYjagIra', 'a)cAmpAmaRqalam', 'b)zARmAturaH', 'c)praGaRaH', 'd)niGasaH')
('anAkarzaka', 'a)amanohara', 'b)AkfzwiH', 'c)saMyukta', 'd)aja')
('saMkzepaRam', 'a)saMkzepaH', 'b)nizWura', 'c)SalyaH', 'd)vyutkrAnta')
('saMgrAhakaH', 'a)saMgrahI', 'b)dAtavya', 'c)mahApraBuH', 'd)prakzAlaya')
('gvAliyara', 'a)jilhApradeSaH', 'b)praBAvaH', 'c)BAvaH', 'd)SradDAhIna')
('vinAyaka', 'a)caturTI', 'b)manuzyaH', 'c)nIlacakram', 'd)niScapracam')
('pannAnagaram', 'a)pannAnagarI', 'b)dvyazwam', 'c)guRagrAhIRI', 'd)agru')
('pannAmaRqalam', 'a)pannAjilhA', 'b)hA', 'c)tulya', 'd)fRam')
('tapasvat', 'a)tapovat', 'b)yavanikApAtaH', 'c)gatAra', 'd)parivahanam')
('sarvatomuKa', 'a)sarvamuKa', 'b)kavacayukta', 'c)nAmaDArin', 'd)tapta')
('alindaH', 'a)vitardikA', 'b)IhA', 'c)putraH', 'd)sUcanA')
('alindaH', 'a)vitardiH', 'b)gAnam', 'c)vArivAhaH', 'd)pratyaYc')
('gavAkzajAlam', 'a)jAlakam', 'b)vivAhitA', 'c)dAnavIra', 'd)pratiyA')
('gavAkzajAlam', 'a)jAlam', 'b)samBfta', 'c)narakaH', 'd)prasPowanam')
('baNgaluru', 'a)AnugrAmikamaRqalam', 'b)avamAnanA', 'c)asmaraRam', 'd)camatkAraH')
('vinAyakadAmodarasAvarakaramahodayaH', 'a)sAvarakaramahodayaH', 'b)svIyA', 'c)SlakzRaSilA', 'd)saMvf')
('AdilAbAda', 'a)jilhApradeSaH', 'b)pAlakaH', 'c)rAvaH', 'd)anyonyadarSanam')
('SeksapiyaramahodayaH', 'a)viliyamaSeksapiyaramahodayaH', 'b)pARqavanakulasya', 'c)prAkftaBAzA', 'd)niBUta')
('SuzkapadArTaH', 'a)SuzkaKAdyam', 'b)arTakAma', 'c)SrItAlaH', 'd)pratihAsaH')
('karImanagara', 'a)jilhApradeSaH', 'b)prezakaH', 'c)agamya', 'd)saMBedaH')
('sArvakAlika', 'a)cirakAlika', 'b)A', 'c)kaNkAlaH', 'd)vAyuyAnam')
('sakriyatA', 'a)kriyASIlatA', 'b)viSArada', 'c)nEdoza', 'd)ganDavahaH')
('ernAkulama', 'a)jilhApradeSaH', 'b)indIvarI', 'c)SItaSivaH', 'd)aBIpsu')
('vivAdAnugata', 'a)sAMvAdika', 'b)parizkAraH', 'c)avawaH', 'd)kuSalavat')
('kowwAyam', 'a)nagaram', 'b)anyajanaH', 'c)mANganayArajAtiH', 'd)granTiH')
('kowwAyam', 'a)maRqalam', 'b)asADyam', 'c)spandanahInatA', 'd)cikitsA')
('kollam', 'a)maRqalam', 'b)vartmaniH', 'c)aliKita', 'd)aBigama')
('tiruanantapuram', 'a)maRqalam', 'b)Barts', 'c)oma', 'd)gavAkzaH')
('aSizwa', 'a)avinIta', 'b)aBikANkzita', 'c)ajakzaram', 'd)bAgamatI')
('praSasta', 'a)SoBanIya', 'b)kzamatA', 'c)pratyAdiS', 'd)AbAD')
('mAlappuram', 'a)nagaram', 'b)ballavaH', 'c)udgrah', 'd)sOsvaryam')
('mAlappuram', 'a)maRqalam', 'b)uzwrI', 'c)secaya', 'd)BUtavikriyA')
('saMkzepaH', 'a)samAsaH', 'b)anaBijYa', 'c)cIna', 'd)yugalam')
('kAYcIpuram', 'a)maRqalam', 'b)AyuktaH', 'c)vakrapfzWaH', 'd)vakzasTalam')
('svarRakArI', 'a)suvarRakArI', 'b)sadsadvivekaH', 'c)kAmahIna', 'd)loBin')
('kIwaH', 'a)vfntaH', 'b)KaYjanaH', 'c)anugam', 'd)navaH')
('sADya', 'a)sADanIya', 'b)anantA', 'c)tuvarI', 'd)tIzRakaRwakaH')
('karaRIya', 'a)kftya', 'b)marIcam', 'c)samBU', 'd)dviradaH')
('nirhlAda', 'a)asusTa', 'b)jyezWa', 'c)gfhya', 'd)Cedanam')
('nAgApawwinam', 'a)nagaram', 'b)akzamaH', 'c)jalaprAya', 'd)ahivallI')
('nAgApawwinam', 'a)maRqalam', 'b)antarIkzavidyA', 'c)Pelsa', 'd)DAtrikA')
('rAmanATapuram', 'a)nagaram', 'b)sammadaya', 'c)kaRwakin', 'd)avalaMb')
('rAmanATapuram', 'a)maRqalam', 'b)PalagrAhI', 'c)harisutaH', 'd)nizprakrama')
('vilupuram', 'a)nagaram', 'b)cAmpAmaRqalam', 'c)garjaram', 'd)ve')
('vilupuram', 'a)maRqalam', 'b)BAz', 'c)arGaM', 'd)cidAnandam')
('nirBayatvam', 'a)aBayatvam', 'b)bukkA', 'c)enaH', 'd)kzodaH')
('kfzya', 'a)karzaRIya', 'b)haqqam', 'c)tulya', 'd)SaktivEkalyam')
('leKikA', 'a)leKakaH', 'b)mandaM', 'c)Pa', 'd)niyogapASaH')
('tvazwiH', 'a)sUtrakarma', 'b)saMsaYjaya', 'c)GfRita', 'd)sarvaveSaH')
('vayanam', 'a)syUtiH', 'b)dyUtasaBA', 'c)nirvad', 'd)BAjanam')
('akzuDA', 'a)aruciH', 'b)AnugrAmikamaRqalam', 'c)mahAleKAparIkzakaH', 'd)vijYaptiH')
('karbI', 'a)ANgalANgamaRqalam', 'b)sakazwam', 'c)vizyandanaH', 'd)nABiH')
('dfQoktiH', 'a)sampratipattiH', 'b)prasUtA', 'c)skanDaH', 'd)praTamataH')
('uparitana', 'a)UrDvaja', 'b)amUla', 'c)kokanaKaH', 'd)upagrahaH')
('aDastana', 'a)aDara', 'b)ahiMsAkara', 'c)tUdaH', 'd)lopASa')
('vAta', 'a)nibiqita', 'b)aBiBUta', 'c)kfzRamasUraH', 'd)nirUpAya')
('harita', 'a)SAdvala', 'b)ArakzikaH', 'c)vaSinI', 'd)kiMSukaH')
('mADavikA', 'a)mADavI', 'b)blEka', 'c)avaskand', 'd)cintanam')
('aspfhaRIyatA', 'a)akAmyatA', 'b)kuYcitatA', 'c)sarvavyApin', 'd)vilayanam')
('svABAvikatA', 'a)sahajatA', 'b)GasraH', 'c)kzOmI', 'd)Kedajanaka')
('saSaktIkaraRam', 'a)prabalIkaraRam', 'b)BogAsakta', 'c)niHSreyasam', 'd)vinivfttiH')
('viBAjya', 'a)viBAjanIya', 'b)paNkamaya', 'c)patita', 'd)SArada')
('nItijYaH', 'a)nayavid', 'b)aDivas', 'c)aBipraRI', 'd)nArAyaRI')
('dEzwikatvam', 'a)dEvaparatA', 'b)plavagatiH', 'c)yuj', 'd)kAlakaRWakaH')
('dEvaparaH', 'a)dEvaparA', 'b)SUnyavAdaH', 'c)jarAsanDajit', 'd)pfzWam')
('niyativAdI', 'a)dEvavAdI', 'b)BUgarBaSAstrajYaH', 'c)golPakrIqikA', 'd)caraRam')
('viniyogaH', 'a)niveSaH', 'b)saNkawam', 'c)saYcArI', 'd)pracUraparRa')
('rikta', 'a)aBukta', 'b)kram', 'c)kzup', 'd)aBijYA')
('supeSa', 'a)tanu', 'b)jAyuH', 'c)gAlavaH', 'd)yaTASradDam')
('karRaBedin', 'a)karRaveDin', 'b)prajYA', 'c)enaH', 'd)vapanam')
('jIvARunASanam', 'a)SudDikaraRam', 'b)sPuwita', 'c)cibiH', 'd)SApodDAraH')
('vAgurikaH', 'a)jAlikaH', 'b)pratAraya', 'c)SuBratA', 'd)astaM')
('DanAQyatA', 'a)saSrIkatA', 'b)kaRqUH', 'c)anusf', 'd)ASvasta')
('nIlamaRqalaH', 'a)nIlacarmA', 'b)SvetASvataropanizad', 'c)hemAdriH', 'd)AdAnam')
('kArAvAsaH', 'a)kArAniroDaH', 'b)anusanDA', 'c)visraganDikam', 'd)nyUna')
('azwakoRaH', 'a)azwakoRAkftiH', 'b)ujjvalita', 'c)alpAMSaH', 'd)BaNgam')
('yogaSAstram', 'a)yogadarSanam', 'b)anudyogaH', 'c)granTakartA', 'd)karRaH')
('mImAMsA', 'a)mImAMsAdarSanam', 'b)dAQA', 'c)kapotikA', 'd)upasevita')
('vESezikam', 'a)vESezikadarSanam', 'b)kavasa', 'c)prapAWaya', 'd)sukara')
('vAyuguRaH', 'a)vAyumaRqalam', 'b)AtmakaTA', 'c)ArakzakaH', 'd)upekz')
('sarvaBakzin', 'a)sarvaBakzya', 'b)smitam', 'c)viBramaH', 'd)aBiBavaH')
('rohakaH', 'a)ArohaH', 'b)patravAhaH', 'c)ambuja', 'd)apaSabdaH')
('Arohaka', 'a)Arohina', 'b)jIlERqadeSaH', 'c)prAraB', 'd)Saktimat')
('jawAmAMsI', 'a)tapasvinI', 'b)yAmyA', 'c)sevita', 'd)AsTA')
('kiNkiRI', 'a)kzudraGaRwikA', 'b)aTarvANgirasavedaH', 'c)Kajyoti', 'd)kzAlanam')
('sidDAntaH', 'a)rAdDAntaH', 'b)nArakaH', 'c)dAvidA', 'd)koSaH')
('sidDAntaH', 'a)rAdDAntaH', 'b)anukroSaH', 'c)satyaBAziRI', 'd)atiSayaH')
('ABAsaH', 'a)pratiBAsaH', 'b)kukuBarAgaH', 'c)indrAgniDUmaH', 'd)nindA')
('itihAsa', 'a)SAstram', 'b)bAGamatI', 'c)SakkarI', 'd)cikItsAjIvI')
('prakopaH', 'a)tvezaTaH', 'b)Cid', 'c)bahumUtrarogaH', 'd)caRqAlikA')
('prAdurBAvaH', 'a)vegaH', 'b)prAvfzA', 'c)tap', 'd)martavya')
('AKyAyakaH', 'a)saMdeSaharaH', 'b)yAcYA', 'c)aNgAraH', 'd)sumanasaH')
('bIjala', 'a)bIjika', 'b)sImantakam', 'c)vESezikadarSanam', 'd)kanyA')
('gulmakeSa', 'a)gulmin', 'b)viropita', 'c)pruz', 'd)aBipUjita')
('suKAsanam', 'a)srastaraH', 'b)kiSalaH', 'c)dvEvarzika', 'd)satarkatA')
('SaharIkfta', 'a)nagarIkfta', 'b)nizPenasevinI', 'c)kfzRaBUmi', 'd)binduH')
('mArgaH', 'a)panTAH', 'b)pApahIna', 'c)aparAmfzwa', 'd)juz')
('vyaktatA', 'a)spazwatA', 'b)rasikapAnIyam', 'c)dyutimat', 'd)lIrA')
('mAunwaAbUnagaram', 'a)arbudanagaram', 'b)Ayam', 'c)anudyogin', 'd)viyuj')
('prAsaMgikatA', 'a)prastAvOcityam', 'b)prapatitam', 'c)alaBya', 'd)avalokita')
('mehatAnarasiMhamahodayaH', 'a)mehatAnarasiMhaH', 'b)bahala', 'c)viBAjyaH', 'd)upAs')
('nirASAvAdI', 'a)anutsAhI', 'b)samAnagati', 'c)SlakzRa', 'd)SrutiH')
('aparimitatvam', 'a)amitatA', 'b)dAQA', 'c)AriP', 'd)jYA')
('vEBavam', 'a)tejaH', 'b)pallI', 'c)vArikuYjam', 'd)dvArapAlakaH')
('BAraH', 'a)upamardaH', 'b)lakzyacyuta', 'c)SAsakaH', 'd)Irzy')
('mAhAtmyam', 'a)kulInatA', 'b)kfzRam', 'c)nirAkaraRam', 'd)SatapatrakaH')
('kaRqIkf', 'a)Sabd', 'b)sAraNgI', 'c)SilpaSAstram', 'd)SUlaH')
('kroqaH', 'a)pakzaH', 'b)laGusAneyI', 'c)KagaH', 'd)SlakzRayantram')
('aMSaH', 'a)BAgaH', 'b)kAravI', 'c)viSrabDam', 'd)dAmodaraH')
('hariRacarman', 'a)mfgAjinam', 'b)anupAvftA', 'c)nyAyADyetA', 'd)hatru')
('drutavilambitaH', 'a)sundarI', 'b)upanizad', 'c)medaHsArA', 'd)BAzA')
('jIvanakAlaH', 'a)jIvitakAlaH', 'b)manorama', 'c)KaRqalam', 'd)parSiyana')
('prARaH', 'a)jIvaH', 'b)rogaSAntakaHrogahftrogahA', 'c)ikzupatrakaH', 'd)saMvijYA')
('sajIvaH', 'a)jIvaH', 'b)vAyugaRqaH', 'c)nakulezwA', 'd)paRyavITikA')
('pratiniDitvam', 'a)pratirUpatvam', 'b)indriyadamanam', 'c)pezaRam', 'd)nIlam')
('utkroSaH', 'a)AkroSaH', 'b)atripriyA', 'c)matsaraH', 'd)vitastiH')
('pAtaya', 'a)avapAtaya', 'b)prAcInaBAzAyAm', 'c)kfzRacaYcukaH', 'd)AyatiH')
('BramaRam', 'a)cakragatiH', 'b)vArtA', 'c)lipensa', 'd)sarvapriya')
('caRqAlikA', 'a)caRqAla', 'b)sarogA', 'c)taq', 'd)durAtmA')
('Adizwa', 'a)AjYApita', 'b)nirUQa', 'c)aGam', 'd)AqA')
('sapiRqaH', 'a)sanABiH', 'b)pAlInagarI', 'c)sammantraya', 'd)samam')
('pretaniryAtakaH', 'a)pretanirhArakaH', 'b)kuvicAraH', 'c)prajApatiH', 'd)tapaH')
('kadaryaH', 'a)paRiH', 'b)icCita', 'c)sUtakam', 'd)SItamaya')
('saMsadsadasyaH', 'a)pratiniDisaBAsadasyaH', 'b)vivfta', 'c)fRaBAgaH', 'd)pratijalp')
('savAImoDApuranagaram', 'a)savAImoDApuram', 'b)siMhakesaraH', 'c)cOtAlaH', 'd)nikzepaH')
('mahArARApratApaH', 'a)rARApratApaH', 'b)patrI', 'c)prahasat', 'd)prArTita')
('rARAkumBAH', 'a)mahArARAkumBAH', 'b)santozaya', 'c)anusfj', 'd)SrA')
('BagAlam', 'a)kapAlaH', 'b)hiMsrakaH', 'c)svIkaraRIya', 'd)krudDatA')
('kurukzetram', 'a)kurukzetranagaram', 'b)suyoDanaH', 'c)daRqikA', 'd)vidyAviSizwa')
('geyatA', 'a)geyatvam', 'b)baliSam', 'c)sapiRqaH', 'd)GAtita')
('jatukAlatA', 'a)jatukA', 'b)utkalita', 'c)raktahIna', 'd)anvAhika')
('kuwajaH', 'a)SakraH', 'b)avaman', 'c)bahala', 'd)viDmApaya')
('indrayavam', 'a)kaliNgam', 'b)AcAravarjita', 'c)cAyapAtram', 'd)kusumADipaH')
('kadambaH', 'a)nIpaH', 'b)kandarI', 'c)pratipAl', 'd)nadulasalAI')
('gavASanaH', 'a)goBakzakaH', 'b)avayavaH', 'c)yuvarAjaH', 'd)udaravedanA')
('BUgolaH', 'a)BUmaRqalam', 'b)Amram', 'c)Avartaya', 'd)Siram')
('tAmrapuzpI', 'a)tIvrajvAlA', 'b)Ahf', 'c)nIvI', 'd)vAyasaH')
('muh', 'a)vimuh', 'b)caturBujaH', 'c)aSuBavArtA', 'd)niraBimAnam')
('pramadaya', 'a)madaya', 'b)aSiram', 'c)jalAQyaBUmiH', 'd)pratyAdiS')
('yugalam', 'a)yugmam', 'b)BAgyavAn', 'c)mADavam', 'd)gudgrahaH')
('alakam', 'a)Alam', 'b)SayuH', 'c)SfNKalAhInatA', 'd)aBiBavaH')
('aMSumantaH', 'a)sUryaBAnaH', 'b)saMsf', 'c)asamantam', 'd)apANga')
('srAvin', 'a)prodaka', 'b)marmasparSin', 'c)go', 'd)kOSeyakam')
('AlokaloKyakAraH', 'a)CAyAcitrakAraH', 'b)udDf', 'c)rOhiReyaH', 'd)prArT')
('citragrAhiRI', 'a)rUpitram', 'b)pAdasPowiH', 'c)SaktatA', 'd)vyAjaya')
